PO No,Forwarder Name,PO Created By,Vendor Code,Vendor Name,Vendor Country Name,Consignee Code,Incoterm Origin,PO Delivery Date,PO Item,Material No,Material Short Text,PO Quantity,Total GR Qty,PO Line Process,PO Line Status
68037565,,AWEIS,1900019065,Qingdao Narising International Trad,China,0001000886,,2024-05-24,10,S0503020,"Medical tape,perforated,10cmx5m,roll",57600,-57600,NONE,CLOSED
68037566,,AWEIS,1900019065,Qingdao Narising International Trad,China,0001000886,,2024-05-24,10,S0523055,"Compress,gauze,10x10cm,ster/PAC-5",272160,-272160,NONE,CLOSED
68037568,,AWEIS,1900019065,Qingdao Narising International Trad,China,0001000886,,2024-05-24,10,S0523057,"Surgical(Laparotomy)Pads,sterile,/PAC-5",6445,-6445,NONE,CLOSED
68037706,,AOTTESLEV,1900010131,Nutrition International,Canada,,DAP,2025-12-31,10,S7800002,"Retinol 200,000IU soft gel.caps/PAC-500",605512,597361,NONE,OPEN
68037706,,AOTTESLEV,1900010131,Nutrition International,Canada,,DAP,2025-12-31,20,S7800003,"Retinol 100,000IU soft gel.caps/PAC-100",929243,682487,NONE,OPEN
68037366,,TNIELSEN,1900012918,Galentic Pharma (India) Pvt.Ltd,India,X12001,DAP,2024-08-19,10,S1515060,Miconazole nitrate cream 2%/TBE-30g,99999,97920,LTA,CLOSED
68037834,Kuehne + Nagel A/S,STAHERISAEID,1900000422,BIAB International AB,Sweden,X12010,FCA,2024-09-12,10,S4410031,"Book,exercise,A4,ruled,96pgs,ARABIC/P-10",12800,12800,LTA,CLOSED
68037834,Kuehne + Nagel A/S,STAHERISAEID,1900000422,BIAB International AB,Sweden,X12010,FCA,2024-09-12,20,S4410030,"Book,exercise,A5,sqre,48 pgs,ARABIC/P-20",30720,30720,LTA,CLOSED
68037834,Kuehne + Nagel A/S,STAHERISAEID,1900000422,BIAB International AB,Sweden,X12010,FCA,2024-09-12,30,S4410040,"Book,exercise,A5,ruled,48pgs,ARABIC/P-20",30720,30720,LTA,CLOSED
68037834,Kuehne + Nagel A/S,STAHERISAEID,1900000422,BIAB International AB,Sweden,X12010,FCA,2024-09-12,40,S5001000,"Bag,UNICEF,blue polyester,360x230x610mm",13500,13500,LTA,CLOSED
68037834,Kuehne + Nagel A/S,STAHERISAEID,1900000422,BIAB International AB,Sweden,X12010,FCA,2024-09-12,50,S4416506,Duster/wiper for Blackboard,40320,40320,LTA,CLOSED
68037834,Kuehne + Nagel A/S,STAHERISAEID,1900000422,BIAB International AB,Sweden,X12010,FCA,2024-09-12,60,S2657209,"A1 Manila paper,assorted colors/PAC-80",2142,2142,LTA,CLOSED
68037834,Kuehne + Nagel A/S,STAHERISAEID,1900000422,BIAB International AB,Sweden,X12010,FCA,2024-09-12,70,S4416503,"Blackboard, double-sided, 1160 x 760 mm",1040,1040,LTA,CLOSED
68037834,Kuehne + Nagel A/S,STAHERISAEID,1900000422,BIAB International AB,Sweden,X12010,FCA,2024-10-10,80,S4410031,"Book,exercise,A4,ruled,96pgs,ARABIC/P-10",12800,12800,LTA,CLOSED
68037834,Kuehne + Nagel A/S,STAHERISAEID,1900000422,BIAB International AB,Sweden,X12010,FCA,2024-10-10,90,S4410030,"Book,exercise,A5,sqre,48 pgs,ARABIC/P-20",31744,31744,LTA,CLOSED
68037834,Kuehne + Nagel A/S,STAHERISAEID,1900000422,BIAB International AB,Sweden,X12010,FCA,2024-10-10,100,S4410040,"Book,exercise,A5,ruled,48pgs,ARABIC/P-20",31744,31744,LTA,CLOSED
68037834,Kuehne + Nagel A/S,STAHERISAEID,1900000422,BIAB International AB,Sweden,X12010,FCA,2024-10-10,110,S5001000,"Bag,UNICEF,blue polyester,360x230x610mm",13500,13500,LTA,CLOSED
68037834,Kuehne + Nagel A/S,STAHERISAEID,1900000422,BIAB International AB,Sweden,X12010,FCA,2024-10-10,120,S4416506,Duster/wiper for Blackboard,48384,48384,LTA,CLOSED
68037834,Kuehne + Nagel A/S,STAHERISAEID,1900000422,BIAB International AB,Sweden,X12010,FCA,2024-10-10,130,S5001300,"Bag,school,UNICEF,ARABIC,400x270x100mm",38400,38400,LTA,CLOSED
68037867,Kuehne + Nagel A/S,STAHERISAEID,1900015781,JINHUA LONGTAI IMP EXP TRADING,China,X12010,FCA,2024-09-25,10,S4460005,"Pen,ball-point,blue/BOX-10",170100,170100,LTA,CLOSED
68037867,Kuehne + Nagel A/S,STAHERISAEID,1900015781,JINHUA LONGTAI IMP EXP TRADING,China,X12010,FCA,2024-09-25,20,S4460009,"Pen,ball-point,green/BOX-10",170100,170100,LTA,CLOSED
68037867,Kuehne + Nagel A/S,STAHERISAEID,1900015781,JINHUA LONGTAI IMP EXP TRADING,China,X12010,FCA,2024-09-25,30,S8760025,"Decal,UNICEF,round,diameter 205mm",320000,320000,LTA,CLOSED
68037867,Kuehne + Nagel A/S,STAHERISAEID,1900015781,JINHUA LONGTAI IMP EXP TRADING,China,X12010,FCA,2024-09-25,40,S2795804,"Play Parachute, 3.65 meters, with bag",31744,31744,LTA,CLOSED
68037808,Kuehne + Nagel A/S,JFRANDSEN,1900000444,Select Sport A/S,Denmark,X12010,FCA,2024-08-14,10,S2731220,"Hard surface Football, Size 4",10560,10560,LTA,CLOSED
68037808,Kuehne + Nagel A/S,JFRANDSEN,1900000444,Select Sport A/S,Denmark,X12010,FCA,2024-10-16,20,S2731220,"Hard surface Football, Size 4",10560,10560,LTA,CLOSED
68037809,Kuehne + Nagel A/S,JFRANDSEN,1900016590,RELIEF SUPPLIER,India,X12010,FCA,2024-10-21,10,S2731220,"Hard surface Football, Size 4",11200,11200,LTA,CLOSED
68037840,Kuehne + Nagel A/S,STAHERISAEID,1900020040,Gemini Global Limited,China,X12010,FCA,2024-08-31,10,S4418400,"Compass,plastic, for Blackboard, 45cm",43680,43680,LTA,CLOSED
62000138,Kuehne + Nagel A/S,SHVISWANATHA,1900003131,Ram Dis Ticaret A S,Türkiye,X44906,FCA,2024-09-02,10,S5006122,"WASH&DignityKit,firstResp,1HH,noPurifTab",2268,2268,LTA,CLOSED
68037394,,BKERNKAMP,1900015320,Svizera Europe B V,Netherlands,X12004,DAP,2024-07-03,10,S0845220,"Bag,biohazard,yellow,20L,BOX-100",1000,1000,LTA,CLOSED
62000106,DHL Global Forwarding (Denmark) A/S,PLPETERSEN,1900015387,NRS Relief FZCO,Utd.Arab.Emir.,X33308,FCA,2023-12-22,30,S0575060,"Plastic Mat w/o logo,1.8 x 0.9m/BALE-25",60,60,NONE,CLOSED
68037215,Kuehne + Nagel A/S,PLPETERSEN,1900016291,Euro Suisse International Limited,Hong Kong,X12001,FCA,2024-01-12,10,S1802221,Solar Lamp with Phone Charger,1152,1152,LTA,CLOSED
62000105,Kuehne + Nagel A/S,NSEREK,1900006967,Hydrachem Limited,United Kingdom,X44906,FCA,2023-11-23,10,S1588355,Water purif.(NaDCC) 33mg tabs/PAC-50,93081,93120,LTA,CLOSED
68037186,Kuehne + Nagel A/S,PLPETERSEN,1900006246,"Puyoung Ind. Co., Ltd.","South Korea,Rep",X12001,FCA,2023-12-29,20,S5086014,Plastic Tarpaulin F.R. Sheet (4x5m),3000,3000,NONE,CLOSED
62000107,Kuehne + Nagel A/S,PLPETERSEN,1900006246,"Puyoung Ind. Co., Ltd.","South Korea,Rep",X44906,FCA,2023-12-29,10,S5086014,Plastic Tarpaulin F.R. Sheet (4x5m),6000,6000,NONE,CLOSED
68037515,,TNIELSEN,1900007417,DEMO S.A. Pharmaceutical Industry,Greece,X12001,DAP,2024-11-27,10,S1523005,Dexamethasone Phos 4mg/ml 1ml amp/BOX-50,2700,2727,LTA,CLOSED
68037186,Kuehne + Nagel A/S,PLPETERSEN,1900006246,"Puyoung Ind. Co., Ltd.","South Korea,Rep",X12001,FCA,2023-12-29,10,S5086013,Plastic Tarpaulin F.R. Sheet 4 x 50m,600,600,NONE,CLOSED
68037149,,MKAZEMI,1900000064,KBI Pharmaceuticals GmbH & Co. KG,Germany,X12004,DAP,2024-02-20,10,S1561120,ORS low osm. 20.5g/1L CAR/100,21168,21168,NONE,CLOSED
68037194,Kuehne + Nagel A/S,MKAZEMI,1900006253,Ipca Laboratories Limited,India,X12001,FCA,2024-04-10,30,S1580020,Zinc 20mg tablets/PAC-10x10,147290,147290,LTA,CLOSED
68037405,Kuehne + Nagel A/S,MKAZEMI,1900006253,Ipca Laboratories Limited,India,X12002,FCA,2024-03-06,10,S1580020,Zinc 20mg tablets/PAC-10x10,4310,4310,LTA,CLOSED
68037261,,NANXIONNAZ,1900001613,Medentech Ltd,Ireland,X12004,DAP,2024-03-06,10,S1588355,Water purif.(NaDCC) 33mg tabs/PAC-50,331200,331200,LTA,CLOSED
68037261,,NANXIONNAZ,1900001613,Medentech Ltd,Ireland,X12004,DAP,2024-03-06,20,S5008345,Water purif.(NaDCC) 67mg tabs/BOX-400,1080,1080,LTA,CLOSED
68037261,,NANXIONNAZ,1900001613,Medentech Ltd,Ireland,X12004,DAP,2024-03-06,30,S5008346,Water purif.(NaDCC) 67mg tabs/BOX-2800,420,420,LTA,CLOSED
62000114,Kuehne + Nagel A/S,NANXIONNAZ,1900001613,Medentech Ltd,Ireland,X44907,FCA,2024-01-12,10,S1588355,Water purif.(NaDCC) 33mg tabs/PAC-50,82800,82800,LTA,CLOSED
68037163,Kuehne + Nagel A/S,MKAZEMI,1900001026,B Braun Melsungen AG,Germany,X12004,FCA,2024-03-06,10,S1552115,Glucose hyperton.inj 50% 50mL vl/BOX-20,3780,3780,LTA,CLOSED
68037153,,TNIELSEN,1900012918,Galentic Pharma (India) Pvt.Ltd,India,X12001,DAP,2024-05-15,10,S1515060,Miconazole nitrate cream 2%/TBE-30g,65200,64900,LTA,CLOSED
68037338,,BKERNKAMP,1900019726,Dunlop Protective Footwear B.V.,Netherlands,X12004,DAP,2024-03-15,10,S0305042,"Boots,rubber/PVC,reusable,pair,size42",2880,2880,NONE,CLOSED
68037338,,BKERNKAMP,1900019726,Dunlop Protective Footwear B.V.,Netherlands,X12004,DAP,2024-03-15,20,S0305043,"Boots,rubber/PVC,reusable,pair,size43",4416,4416,NONE,CLOSED
62000102,DHL Global Forwarding (Denmark) A/S,NSEREK,1900009651,Promens Packaging GmbH,Germany,X33308,FCA,2023-12-07,10,S5007311,"Water-cont,LDPE,10l,collapsibl.,w/o logo",4400,4400,LTA,CLOSED
68037152,,TNIELSEN,1900010328,Pharmatex Italia SRL,Italy,X12004,DAP,2024-04-30,10,S1551960,Gentamicin inj 40mg/ml 2ml amp/BOX-50,10000,9053,LTA,CLOSED
68037151,,TNIELSEN,1900015853,Mepro Pharmaceuticals Pvt Ltd,India,X12001,DAP,2024-05-30,10,S1505122,Silver Sulfadiaz. 1% cream 50g unsterile,60000,60300,LTA,CLOSED
68037150,,TNIELSEN,1900019765,S Kant Healthcare Ltd.,India,X12001,DAP,2024-05-08,10,S1585009,Paracetamol 120mg/5ml or.liq/BOT-60ml,400000,400000,LTA,CLOSED
68037148,,TNIELSEN,1900012918,Galentic Pharma (India) Pvt.Ltd,India,X12001,DAP,2025-01-05,10,S1519500,Benzyl benzoate 25% lotion /BOT-1000ml,101600,102440,LTA,CLOSED
68037338,,BKERNKAMP,1900019726,Dunlop Protective Footwear B.V.,Netherlands,X12004,DAP,2024-03-15,30,S0305044,"Boots,rubber/PVC,reusable,pair,size44",4032,4032,NONE,CLOSED
68037162,,MSERGIO,1900011349,KD Medical GmbH Hospital Products,Germany,,DAP,2024-02-16,10,S0782413,"Syringe,disp,10ml,ster/BOX-100",3360,3360,LTA,CLOSED
68037162,,MSERGIO,1900011349,KD Medical GmbH Hospital Products,Germany,,DAP,2024-02-16,20,S0747445,"Needle,disp,25G,ster/BOX-100",6300,6300,LTA,CLOSED
62000104,,NSEREK,1900009651,Promens Packaging GmbH,Germany,X12011,DAP,2023-12-18,10,S5007311,"Water-cont,LDPE,10l,collapsibl.,w/o logo",22800,22800,LTA,CLOSED
62000104,,NSEREK,1900009651,Promens Packaging GmbH,Germany,X12011,DAP,2023-12-22,20,S5007311,"Water-cont,LDPE,10l,collapsibl.,w/o logo",22800,22800,LTA,CLOSED
68037347,Kuehne + Nagel A/S,MKAZEMI,1900012086,AMEX Healthcare GmbH,Austria,X12004,FCA,2024-07-23,10,S1531003,Cefixime 200mg tabs/PAC-10x10,28800,28800,NONE,CLOSED
68037154,,MKAZEMI,1900015853,Mepro Pharmaceuticals Pvt Ltd,India,X12001,DAP,2024-06-15,10,S1555710,Ciprofloxacin 500mg tabs/PAC-10,256680,259670,LTA,CLOSED
68037156,,MKAZEMI,1900018197,Reyoung Pharmaceutical Co Ltd,China,X12001,DAP,2024-06-10,10,S1533001,Co-Amoxiclav 500mg+125mg tabs/PAC3x5,172200,172200,LTA,CLOSED
68037158,,MKAZEMI,1900014773,MEDOPHARM,India,X12001,DAP,2024-05-26,10,S1546315,Erythromycin 250mg tabs/PAC-10x10,220800,225100,LTA,CLOSED
68037159,,MKAZEMI,1900014773,MEDOPHARM,India,X12001,DAP,2024-05-30,10,S1555706,Ciprofloxacin 250mg tabs PAC/1x10,25970,25970,LTA,CLOSED
68037147,,NANXIONNAZ,1900010258,Procter & Gamble Company,USA (the),X12001,DAP,2024-02-13,10,S5007321,"Water floc. & disinfectant,pdr/BOX-240",8600,8600,LTA,CLOSED
68037161,,AWEIS,1900005947,Fazzini s.r.l.,Italy,X12004,DAP,2024-05-31,10,S0782214,"Container,sharps,leak-resistant,w\lid-S",2500,2500,LTA,CLOSED
68037157,,IMUNOZ,1900012086,AMEX Healthcare GmbH,Austria,X12002,DAP,2024-02-16,10,S0969036,"Cary-Blair,agar,swab,disposable,BOX/10",1000,1000,NONE,CLOSED
68037159,,MKAZEMI,1900014773,MEDOPHARM,India,X12001,DAP,2024-04-30,20,S1505115,"Co-amoxiclav 250mg+62,5mg DT PAC-5x10",6000,5874,LTA,CLOSED
68037160,,MKAZEMI,1900015853,Mepro Pharmaceuticals Pvt Ltd,India,X12001,DAP,2024-10-16,10,S1555370,Albendazole 400mg chewable tabs/PAC-100,177000,176233,LTA,CLOSED
68037160,,MKAZEMI,1900015853,Mepro Pharmaceuticals Pvt Ltd,India,X12002,DAP,2024-07-20,20,S1555370,Albendazole 400mg chewable tabs/PAC-100,29255,29255,LTA,CLOSED
68037200,Panalpina / DSV Air & Sea A/S,BKERNKAMP,1900020406,Masimo International SARL,Switzerland,X12002,FCA,2024-01-18,10,S0845209,"Foam wraps, for YI sensor, Rad-G/PAC-12",600,600,LTA,CLOSED
68037200,Panalpina / DSV Air & Sea A/S,BKERNKAMP,1900020406,Masimo International SARL,Switzerland,X12002,FCA,2024-01-18,20,S0845211,"Sensor, reusable, Rad-G, neonate, YI set",600,600,LTA,CLOSED
68037200,Panalpina / DSV Air & Sea A/S,BKERNKAMP,1900020406,Masimo International SARL,Switzerland,X12002,FCA,2024-01-18,30,S0845212,"Pulse oximeter,handheld,cont,w/resp rate",500,500,LTA,CLOSED
68037155,,BKERNKAMP,1900020220,Yangzhou Daintybird Funeral,China,X12001,DAP,2024-04-15,10,S0990010,"Body bag,adult",1920,1920,LTA,CLOSED
68037155,,BKERNKAMP,1900020220,Yangzhou Daintybird Funeral,China,X12001,DAP,2024-04-15,20,S0990030,"Body bag,infection control,adult",3960,3960,LTA,CLOSED
68037155,,BKERNKAMP,1900020220,Yangzhou Daintybird Funeral,China,X12001,DAP,2024-04-15,30,S0990040,"Body bag,infection control,child",4032,4032,LTA,CLOSED
68037179,Kuehne + Nagel A/S,SHVISWANATHA,1900022200,Mutisa Clothings Ltd,Bangladesh,X12010,FCA,2024-04-08,10,S0538200,"T-shirt, Child 4-6yrs,cols/PAC-4",500,500,LTA,CLOSED
68037179,Kuehne + Nagel A/S,SHVISWANATHA,1900022200,Mutisa Clothings Ltd,Bangladesh,X12010,FCA,2024-04-08,20,S0538201,"T-shirt, Child 8-10yrs,cols/PAC-4",500,500,LTA,CLOSED
68037179,Kuehne + Nagel A/S,SHVISWANATHA,1900022200,Mutisa Clothings Ltd,Bangladesh,X12010,FCA,2024-04-08,30,S0538202,"T-shirt, Child 12-14yrs,cols/PAC-4",500,500,LTA,CLOSED
68037179,Kuehne + Nagel A/S,SHVISWANATHA,1900022200,Mutisa Clothings Ltd,Bangladesh,X12010,FCA,2024-04-08,40,S8794210,"UNICEF T-shirt, cyan blue,cotton,L",1500,1500,LTA,CLOSED
68037179,Kuehne + Nagel A/S,SHVISWANATHA,1900022200,Mutisa Clothings Ltd,Bangladesh,X12010,FCA,2024-04-08,50,S8794211,"UNICEF T-shirt, cyan blue,cotton,XL",1500,1500,LTA,CLOSED
68037179,Kuehne + Nagel A/S,SHVISWANATHA,1900022200,Mutisa Clothings Ltd,Bangladesh,X12010,FCA,2024-04-08,60,S8794304,"UNICEF T-shirt, long, Female, S",1400,1400,LTA,CLOSED
68037179,Kuehne + Nagel A/S,SHVISWANATHA,1900022200,Mutisa Clothings Ltd,Bangladesh,X12010,FCA,2024-04-08,70,S8794312,"UNICEF T-shirt, long, Male, S",1400,1400,LTA,CLOSED
68037179,Kuehne + Nagel A/S,SHVISWANATHA,1900022200,Mutisa Clothings Ltd,Bangladesh,X12010,FCA,2024-04-08,80,S8794313,"UNICEF T-shirt, long, Male, M",1400,1400,LTA,CLOSED
68037179,Kuehne + Nagel A/S,SHVISWANATHA,1900022200,Mutisa Clothings Ltd,Bangladesh,X12010,FCA,2024-04-08,90,S8794446,"Safari Vest,100% cotton,w/logo,size M",400,400,LTA,CLOSED
68037179,Kuehne + Nagel A/S,SHVISWANATHA,1900022200,Mutisa Clothings Ltd,Bangladesh,X12010,FCA,2024-04-08,100,S8794314,"UNICEF T-shirt, long, Male, L",1400,1400,LTA,CLOSED
68037179,Kuehne + Nagel A/S,SHVISWANATHA,1900022200,Mutisa Clothings Ltd,Bangladesh,X12010,FCA,2024-04-08,110,S8794308,"UNICEF T-shirt, Female, V-neck, S",1000,1000,LTA,CLOSED
68037315,Kuehne + Nagel A/S,MKAZEMI,1900015879,Lekapharm A/S,Denmark,X12001,FCA,2024-07-05,10,S1580101,"Micronutrient tabs, pregnancy/BOT-100",300000,300000,LTA,CLOSED
68037175,,AWEIS,1900005947,Fazzini s.r.l.,Italy,X12004,DAP,2024-01-14,10,S0845185,"Doppler,FHR detector,w/access",530,530,LTA,CLOSED
68037198,Kuehne + Nagel A/S,MKAZEMI,1900012253,DSM Nutritional Products Europe Ltd,Switzerland,X12004,FCA,2024-03-27,10,S1580201,"Multiple micronutrient pdr,sach./PAC-30",400000,400000,LTA,CLOSED
68037192,,MKAZEMI,1900018197,Reyoung Pharmaceutical Co Ltd,China,X12001,DAP,2024-06-07,10,S1550030,Iron 60mg + Folic ac. 400mcg tab/PAC-100,272160,272160,LTA,CLOSED
68037164,,ARETSLOV,1900012695,"Hangzhou Cereal, Oils &",China,X12001,DAP,2024-03-07,10,S0145635,"MUAC,Child 11.5 Red,PAC-50,French",10000,10000,LTA,CLOSED
68037165,,ARETSLOV,1900000451,SECA GmbH & Co. KG,Germany,X12001,DAP,2024-04-12,10,S0145555,"Scale,spring type,infant,25kgx100g",5000,5000,LTA,CLOSED
68037165,,ARETSLOV,1900000451,SECA GmbH & Co. KG,Germany,X12001,DAP,2024-04-12,20,S0114520,"Length/height board,baby/child/adult",100,100,LTA,CLOSED
68037165,,ARETSLOV,1900000451,SECA GmbH & Co. KG,Germany,X12001,DAP,2024-03-29,30,S0141022,"Scale,mother/child,batteries,250kg",500,500,LTA,CLOSED
68037165,,ARETSLOV,1900000451,SECA GmbH & Co. KG,Germany,X12001,DAP,2024-03-29,40,S0141023,"Scale,mother/child,batteries,solar,250kg",50,50,LTA,CLOSED
68037166,,ARETSLOV,1900016305,PKP Bardejov S.r.o.,Slovakia,X12004,DAP,2024-02-23,10,S0114530,"Length/height board,baby/child,SET-2",702,702,LTA,CLOSED
68037167,,ARETSLOV,1900001115,Chempatex Medizinische,Germany,X12004,DAP,2024-06-07,10,S0145558,"Scale,infant,tray,20kgx5g,batteries",400,400,LTA,CLOSED
68037167,,ARETSLOV,1900001115,Chempatex Medizinische,Germany,X12004,DAP,2024-06-07,20,S0189000,"Weighing trousers,infant,25kg,PAC-5",3000,3000,LTA,CLOSED
68037468,,AWEIS,1900016014,Rudolf Riester GmbH,Germany,X12004,DAP,2024-05-03,10,S0845215,"Laryngoscope,neonate,set",600,600,LTA,CLOSED
68037468,,AWEIS,1900016014,Rudolf Riester GmbH,Germany,X12004,DAP,2024-05-03,20,S0845216,"Laryngoscope,adult,child,set",300,300,LTA,CLOSED
68037468,,AWEIS,1900016014,Rudolf Riester GmbH,Germany,X12004,DAP,2024-05-03,30,S0385010,"Tourniquet,latex-free,50cm",8000,8000,LTA,CLOSED
68037172,,AWEIS,1900000324,Laerdal Medical AS,Norway,X12001,DAP,2024-01-23,10,S0845007,"Resuscitator, upright, neonate, set",576,576,LTA,CLOSED
68037173,,AWEIS,1900020831,Wuyi Anbo Medical Equipment Manufac,China,X12001,DAP,2024-04-15,20,S0845186,"Stand,infusion,double hook,on castors",528,528,LTA,CLOSED
68037180,,NSEREK,1900001086,Butyl Products Ltd.,United Kingdom,X12004,DAP,2023-12-20,10,S5006019,"Water tank,collapsible,5000l,w/dist.kit",10,10,LTA,CLOSED
68037189,,TNIELSEN,1900001025,Durbin PLC,United Kingdom,X12001,DAP,2024-05-31,10,S1562046,Caffeine Cit 10mg/ml or sol 5ml vl/PAC-1,7290,7290,LTA,CLOSED
68037182,,TNIELSEN,1900015853,Mepro Pharmaceuticals Pvt Ltd,India,X12001,DAP,2024-06-03,10,S1552226,Betamethasone 0.1% cream/TBE-15g,31400,31400,LTA,OPEN
62000106,DHL Global Forwarding (Denmark) A/S,PLPETERSEN,1900015387,NRS Relief FZCO,Utd.Arab.Emir.,X33308,FCA,2023-12-22,10,S5088072,High Performance Tent - 72M2,38,38,LTA,CLOSED
62000106,DHL Global Forwarding (Denmark) A/S,PLPETERSEN,1900015387,NRS Relief FZCO,Utd.Arab.Emir.,X33308,FCA,2023-12-22,20,S5088048,High Performance Tent - 48M2,48,48,LTA,CLOSED
68037185,,TNIELSEN,1900012098,Novartis Pharma Services AG,Switzerland,X12004,DAP,2024-01-31,20,S1300063,Artemeth20mg+Lumefan120mg tabs/24/PAC-30,3000,3000,LTA,CLOSED
68037178,Scan Global Logistics A/S,TNIELSEN,1900021554,TRIDEM PHARMA,France,X12002,FCA,2024-01-08,10,S1300008,Artesunate pdr./inj 60mg vial/BOX-1,130000,130000,LTA,CLOSED
68037170,Scan Global Logistics A/S,LSUN,1900020185,Abbott Rapid Dx International Limit,Ireland,X12002,FCA,2024-01-26,10,S0584613,"BiolineMalAgPf/PanNonSafetyLancet,kit/25",12000,12000,LTA,CLOSED
68037168,,TNIELSEN,1900007417,DEMO S.A. Pharmaceutical Industry,Greece,X12001,DAP,2024-05-05,10,S1564320,Sod.chloride inj.0.9% 10ml/BOX-5,5000,4914,LTA,CLOSED
68037169,,ARETSLOV,1900000451,SECA GmbH & Co. KG,Germany,X12001,DAP,2024-04-12,10,S0141025,"Scale,survey,mother/child,bat,150kg",2880,2880,LTA,CLOSED
68037174,,AWEIS,1900011349,KD Medical GmbH Hospital Products,Germany,X12004,DAP,2024-01-16,10,S0709234,"Cannula IV short 24G, ster, disp, BOX-50",3200,3200,LTA,CLOSED
68037174,,AWEIS,1900011349,KD Medical GmbH Hospital Products,Germany,X12004,DAP,2024-01-16,20,S0744301,"Needle,scalp vein,23G,ster,disp/BOX-50",320,320,LTA,CLOSED
68037174,,AWEIS,1900011349,KD Medical GmbH Hospital Products,Germany,X12004,DAP,2024-01-16,30,S0709233,"Cannula IV short 22G, ster, disp, BOX-50",3200,3200,LTA,CLOSED
68037174,,AWEIS,1900011349,KD Medical GmbH Hospital Products,Germany,X12004,DAP,2024-01-16,40,S0709235,"Cannula,IV short,16G,ster,disp, BOX-50",320,320,LTA,CLOSED
68037174,,AWEIS,1900011349,KD Medical GmbH Hospital Products,Germany,X12004,DAP,2024-01-16,50,S0709232,"Cannula IV short 20G, ster, disp, BOX-50",1280,1280,LTA,CLOSED
68037176,,AWEIS,1900019065,Qingdao Narising International Trad,China,X12001,DAP,2024-03-22,10,S0519000,"Cotton wool,500g,roll,non-ster",16400,16400,LTA,CLOSED
68037176,,AWEIS,1900019065,Qingdao Narising International Trad,China,X12001,DAP,2024-03-22,20,S0523058,"Swab,alcohol,6x3cm,BOX-100",2400,2400,LTA,CLOSED
68037177,,AWEIS,1900001115,Chempatex Medizinische,Germany,X12001,DAP,2024-03-15,10,S0512025,"Bandage,gauze,8cmx4m,roll",450000,450000,LTA,CLOSED
68037218,,MKAZEMI,1900014773,MEDOPHARM,India,X12001,DAP,2024-06-10,10,S1555652,Metronidazole 500mg tabs PAC/10x10,35200,36000,LTA,CLOSED
68037185,,TNIELSEN,1900012098,Novartis Pharma Services AG,Switzerland,X12004,DAP,2024-01-31,10,S1300075,Artem20mg+Lumef120mg disp tabs/12/PAC-30,6000,6000,LTA,CLOSED
68037187,,MKAZEMI,1900014308,MILAN LABORATORIES (INDIA) PVT. LTD,India,X12001,DAP,2024-05-10,20,S1537120,Sulf.800mg+Trimet.160mg tabs/PAC-10x10,40000,39559,LTA,CLOSED
68037183,,TNIELSEN,1900012559,Gland Pharma Ltd,India,X12001,DAP,2024-07-07,10,S1551961,Gentamicin inj 10mg/ml 2ml amp/BOX-50,6000,5860,LTA,CLOSED
68037184,Kuehne + Nagel A/S,TNIELSEN,1900014549,Sirmaxo Chemicals Pvt Ltd,India,X12001,FCA,2024-02-05,20,S1531505,Chlorhexidine conc. sol. 5%/BOT-1000ml,19530,19530,LTA,CLOSED
68037190,,MKAZEMI,1900014916,Sandoz d d,Slovenia,X12004,DAP,2024-09-30,10,S1505075,Amoxicillin 500mg disp.tab/PAC-100,69552,69552,LTA,CLOSED
68037187,,MKAZEMI,1900014308,MILAN LABORATORIES (INDIA) PVT. LTD,India,X12001,DAP,2024-05-30,10,S1553011,Ibuprofen 400mg tabs/PAC 10x10,100000,100000,LTA,CLOSED
68037181,,AWEIS,1900016014,Rudolf Riester GmbH,Germany,X12004,DAP,2024-01-10,10,S0845215,"Laryngoscope,neonate,set",500,500,LTA,CLOSED
68037181,,AWEIS,1900016014,Rudolf Riester GmbH,Germany,X12004,DAP,2024-01-10,20,S0845216,"Laryngoscope,adult,child,set",300,300,LTA,CLOSED
68037202,,AWEIS,1900005947,Fazzini s.r.l.,Italy,X12004,DAP,2024-01-31,10,S0845182,"Gel, ultrasound, bottle, min. 250ml",3010,3010,LTA,CLOSED
68037191,,TNIELSEN,1900012047,Square Pharmaceuticals PLC,Bangladesh,X12001,DAP,2024-06-30,10,S1504003,Cefixime pwd.for sus.100mg/5ml/BOT50ml,20000,20000,LTA,CLOSED
68037193,Kuehne + Nagel A/S,TNIELSEN,1900016608,Hetero Labs Ltd,India,X12004,FCA,2024-02-02,10,S1400652,DTG50mg+3TC300mg+TDF300mg tabs/PAC-30 gb,14400,14400,LTA,CLOSED
68037195,,NANXIONNAZ,1900019010,Evenproducts Limited,United Kingdom,X12004,DAP,2024-01-08,10,S5006020,"Water tank,collapsible,10000l,w/dist.kit",20,20,LTA,CLOSED
68037197,,MKAZEMI,1900000468,Remedica Ltd.,Cyprus,X12002,DAP,2024-02-29,10,S1537150,Sulf.100mg+Trimet.20mg disp.tab/PAC10x10,63360,63360,LTA,CLOSED
68037196,,MKAZEMI,1900018197,Reyoung Pharmaceutical Co Ltd,China,X12001,DAP,2024-05-30,10,S1537310,Cloxacillin 250mg caps/PAC-500,4320,4320,LTA,CLOSED
