PO No,Forwarder Name,PO Created By,Vendor Code,Vendor Name,Vendor Country Name,Consignee Code,Incoterm Origin,PO Delivery Date,PO Item,Material No,Material Short Text,PO Quantity,Total GR Qty,PO Line Process,PO Line Status
68037893,,PLPETERSEN,1900002424,Albe Emballage A/S,Denmark,X12004,DAP,2024-10-07,100,S8903012,PE Label A6-Turquoise-autoprint-portrait,5,5,NONE,CLOSED
68037876,,AWEIS,1900001115,Chempatex Medizinische,Germany,X12001,DAP,2025-01-06,10,S0523055,"Compress,gauze,10x10cm,ster/PAC-5",135000,135000,LTA,CLOSED
68037914,,AWEIS,1900008382,United Poly Engineering Private Ltd,India,X12001,DAP,2024-12-15,10,S0514000,"Brush,hand,scrubbing,plastic",80000,80000,LTA,CLOSED
68037914,,AWEIS,1900008382,United Poly Engineering Private Ltd,India,X12001,DAP,2024-12-15,20,S0214020,"Bowl,round,polypropylene,6 - 8L",4320,4320,LTA,CLOSED
68037882,,BMKRTCHYAN,1900018197,Reyoung Pharmaceutical Co Ltd,China,X12001,DAP,2024-12-23,10,S1561120,ORS low osm. 20.5g/1L CAR/10x10,8000,8000,LTA,CLOSED
68037937,,WGU,1900009169,Smurfit Kappa GmbH,Germany,X12004,DAP,2024-09-26,10,S8940100,"Pre-pack Carton, 45x35x15 cm, 0.024 m3",10000,9950,LTA,CLOSED
68037937,,WGU,1900009169,Smurfit Kappa GmbH,Germany,X12004,DAP,2024-09-26,20,S8941100,"Pre-pack Carton, 29x19x20 cm, 0.011 m3",7500,7500,LTA,CLOSED
68037937,,WGU,1900009169,Smurfit Kappa GmbH,Germany,X12004,DAP,2024-09-26,30,S8941501,"Pre-pack Carton, 32x24x10 cm, 0.007 m3",7500,7500,LTA,CLOSED
68037937,,WGU,1900009169,Smurfit Kappa GmbH,Germany,X12004,DAP,2024-09-26,40,S8941505,"Pre-pack Carton, 32x24x20 cm, 0.015 m3",40000,40000,LTA,CLOSED
68037937,,WGU,1900009169,Smurfit Kappa GmbH,Germany,X12004,DAP,2024-09-26,50,S8942200,"Pre-pack Ctn,  37.5x29x19.5 cm, 0.021 m3",19500,19500,LTA,CLOSED
68037881,,BMKRTCHYAN,1900014000,Renata Limited,Bangladesh,X12002,DAP,2024-10-25,10,S1561120,ORS low osm. 20.5g/1L CAR/10x10,3680,3680,LTA,CLOSED
68037881,,BMKRTCHYAN,1900014000,Renata Limited,Bangladesh,X12001,DAP,2024-12-20,20,S1561120,ORS low osm. 20.5g/1L CAR/10x10,11040,11040,LTA,CLOSED
68037889,,AWEIS,1900000324,Laerdal Medical AS,Norway,X12001,DAP,2024-10-22,10,S0845006,"Bulb, suction, neonatal, reusable",15600,15600,LTA,CLOSED
68037887,,AWEIS,1900005947,Fazzini s.r.l.,Italy,X12004,DAP,2024-10-15,10,S0845162,"Tongue depressor,wooden,disp/BOX-100",10000,10000,LTA,CLOSED
68037880,Kuehne + Nagel A/S,STAHERISAEID,1900012200,M/S Sports Land Overseas Pvt Ltd.,India,X12010,FCA,2024-09-30,10,S2795700,"Volleyball,professional model",9600,9600,LTA,CLOSED
68037880,Kuehne + Nagel A/S,STAHERISAEID,1900012200,M/S Sports Land Overseas Pvt Ltd.,India,X12010,FCA,2024-10-15,20,S2797300,"Whistle,referee's,non-metalic",76800,76800,LTA,CLOSED
68037880,Kuehne + Nagel A/S,STAHERISAEID,1900012200,M/S Sports Land Overseas Pvt Ltd.,India,X12010,FCA,2024-10-15,30,S2795700,"Volleyball,professional model",9600,9600,LTA,CLOSED
68037880,Kuehne + Nagel A/S,STAHERISAEID,1900012200,M/S Sports Land Overseas Pvt Ltd.,India,X12010,FCA,2024-10-26,40,S2795700,"Volleyball,professional model",9600,9600,LTA,CLOSED
68037888,,AWEIS,1900008236,Fleischhacker GmbH & Co.KG,Germany,X12004,DAP,2024-10-01,10,S1802209,"Battery,drycell,alkaline,'AA',1.5V/PAC-4",2400,2400,LTA,CLOSED
68037967,,WGU,1900020101,All 4 Labels Denmark SB A/S,Denmark,X12004,DAP,2024-10-04,10,S8902039,Thermal ribbon BLACK,100,100,NONE,CLOSED
68037967,,WGU,1900020101,All 4 Labels Denmark SB A/S,Denmark,X12004,DAP,2024-10-04,20,S8501040,"Thermal Transfer Ribbon,110mmx360m",100,100,NONE,CLOSED
68037961,,WGU,1900006531,MC Emballage A/S,Denmark,X12004,DAP,2024-09-25,10,S8920090,"Pocket for Packing List, A5, BOX 1000",10,10,NONE,CLOSED
68037961,,WGU,1900006531,MC Emballage A/S,Denmark,X12004,DAP,2024-09-25,20,S8913821,"String,polycord,450m/kg",30,30,NONE,CLOSED
68037892,Kuehne + Nagel A/S,TNIELSEN,1900009466,Ajanta Pharma Limited,India,X12002,FCA,2024-11-22,10,S1300063,Artemeth20mg+Lumefan120mg tabs/24/PAC-30,3200,3200,LTA,CLOSED
68037900,,BKERNKAMP,1900005947,Fazzini s.r.l.,Italy,X12004,DAP,2024-09-16,10,S0481056,"Thermometer, clinical, digital, no Li",30000,30000,LTA,CLOSED
68037901,,AWEIS,2300012709,PT Damarus Panen Utama,Indonesia,X12001,DAP,2024-11-26,10,S0845065,"Timer,for respiration,ARI (mark 2)",10800,10800,LTA,CLOSED
68037895,,TNIELSEN,1900000064,KBI Pharmaceuticals GmbH & Co. KG,Germany,X12004,DAP,2024-11-14,10,S1561135,ORS low osm. flavour 20.5/1L/CAR10x10,7056,7056,LTA,CLOSED
68037898,,AWEIS,1900015844,Wrangler Instruments,Pakistan,X12002,DAP,2024-11-22,10,S0722500,"Forceps,dressing,Cheron,250mm",6000,6000,LTA,CLOSED
68037898,,AWEIS,1900015844,Wrangler Instruments,Pakistan,X12002,DAP,2024-10-31,20,S0774750,"Scissors,umbilical cord,b/b,sterile",100000,100000,LTA,CLOSED
62000150,Kuehne + Nagel A/S,PLPETERSEN,1900015387,NRS Relief FZCO,Utd.Arab.Emir.,X44906,FCA,2024-09-16,10,S5086014,Plastic Tarpaulin F.R. Sheet (4x5m),18000,18000,NONE,CLOSED
62000149,Kuehne + Nagel A/S,NSEREK,1900007256,Alpinter SA NV,Belgium,X44908,FCA,2024-09-03,10,S5007311,"Water-cont,LDPE,10l,collapsibl.,w/o logo",72000,72000,LTA,CLOSED
68037902,,BKERNKAMP,1900019467,Barna Import Medica S.A.,Spain,X12004,DAP,2024-09-04,10,S0327530,"Gloves,surg,pwdfree,8,ster,s.u.,pair",198000,198000,LTA,CLOSED
68037899,,AWEIS,1900001301,Falcon Surgical Co. (Pvt.) Ltd.,Pakistan,X12002,DAP,2024-09-25,10,S0721000,"Forceps,dressing,standard,155mm,str",15000,15000,LTA,CLOSED
68037899,,AWEIS,1900001301,Falcon Surgical Co. (Pvt.) Ltd.,Pakistan,X12002,DAP,2024-09-25,20,S0726000,"Forceps,artery,Kocher,140mm,str",30000,30000,LTA,CLOSED
68037929,Kuehne + Nagel A/S,STAHERISAEID,1900015781,JINHUA LONGTAI IMP EXP TRADING,China,X12010,FCA,2024-10-25,10,S4416515,"Slate, plastic, A4/BOX-20",19404,19404,LTA,CLOSED
68037929,Kuehne + Nagel A/S,STAHERISAEID,1900015781,JINHUA LONGTAI IMP EXP TRADING,China,X12010,FCA,2024-10-25,20,S0521425,"Sachet,tablet,plastic,10x16cm/PAC-100",36288,36288,LTA,CLOSED
68037929,Kuehne + Nagel A/S,STAHERISAEID,1900015781,JINHUA LONGTAI IMP EXP TRADING,China,X12010,FCA,2024-10-25,30,S4460005,"Pen,ball-point,blue/BOX-10",90720,90720,LTA,CLOSED
68037929,Kuehne + Nagel A/S,STAHERISAEID,1900015781,JINHUA LONGTAI IMP EXP TRADING,China,X12010,FCA,2024-10-25,40,S4460006,"Pen,ball-point,red/BOX-10",68040,68040,LTA,CLOSED
68037929,Kuehne + Nagel A/S,STAHERISAEID,1900015781,JINHUA LONGTAI IMP EXP TRADING,China,X12010,FCA,2024-10-25,50,S4460009,"Pen,ball-point,green/BOX-10",68040,68040,LTA,CLOSED
68037905,Kuehne + Nagel A/S,AWEIS,1900021784,Durable Hospital Supplies,Pakistan,X12002,FCA,2024-08-30,10,S0109000,"Drum,sterilizing,340mm diam",50,50,LTA,CLOSED
68037913,,NANXIONNAZ,1900006967,Hydrachem Limited,United Kingdom,X12004,DAP,2024-10-11,10,S1588360,Water purif.(NaDCC) 1.67g tabs/PAC-200,28224,28224,LTA,CLOSED
68037913,,NANXIONNAZ,1900006967,Hydrachem Limited,United Kingdom,X12004,DAP,2024-10-11,20,S5006055,"NaDCC,Chlorine Granules 56%, 1/2kg",2880,2880,LTA,CLOSED
68037913,,NANXIONNAZ,1900006967,Hydrachem Limited,United Kingdom,X12004,DAP,2024-10-11,30,S5008346,Water purif.(NaDCC) 67mg tabs/BOX-2800,475,475,LTA,CLOSED
68037917,,AWEIS,1900001115,Chempatex Medizinische,Germany,X12001,DAP,2024-12-31,10,S0523010,"Gauze,roll,90cmx100m,non-ster",2496,2496,LTA,CLOSED
68037916,,AWEIS,1900008236,Fleischhacker GmbH & Co.KG,Germany,X12001,DAP,2025-01-17,10,S0566010,"Clamp,umbilical cord,ster,s.u.",600000,600000,LTA,CLOSED
68037912,Kuehne + Nagel A/S,TNIELSEN,1900014623,CSPC Zhongnuo Pharmaceutical,China,X12001,FCA,2024-10-26,10,S1520011,Benzylpenicillin pdr/inj 5MIUvial/BOX-50,4748,4748,LTA,CLOSED
68037924,Kuehne + Nagel A/S,STAHERISAEID,1900022200,Mutisa Clothings Ltd,Bangladesh,X12001,FCA,2025-01-23,10,S0538200,"T-shirt, Child 4-6yrs,cols/PAC-4",500,0,LTA,OPEN
68037924,Kuehne + Nagel A/S,STAHERISAEID,1900022200,Mutisa Clothings Ltd,Bangladesh,X12001,FCA,2025-01-23,20,S0538201,"T-shirt, Child 8-10yrs,cols/PAC-4",500,0,LTA,OPEN
68037924,Kuehne + Nagel A/S,STAHERISAEID,1900022200,Mutisa Clothings Ltd,Bangladesh,X12001,FCA,2025-01-23,30,S0538202,"T-shirt, Child 12-14yrs,cols/PAC-4",500,0,LTA,OPEN
68037924,Kuehne + Nagel A/S,STAHERISAEID,1900022200,Mutisa Clothings Ltd,Bangladesh,X12001,FCA,2025-01-23,40,S8794211,"UNICEF T-shirt, cyan blue,cotton,XL",1320,0,LTA,OPEN
68037924,Kuehne + Nagel A/S,STAHERISAEID,1900022200,Mutisa Clothings Ltd,Bangladesh,X12001,FCA,2025-01-23,50,S8794221,"UNICEF Adult Polo-shirt, cyan blue,L",2760,0,LTA,OPEN
68037924,Kuehne + Nagel A/S,STAHERISAEID,1900022200,Mutisa Clothings Ltd,Bangladesh,X12001,FCA,2025-01-23,60,S8794222,"UNICEF Adult Polo-shirt, cyan blue,XL",2520,0,LTA,OPEN
68037924,Kuehne + Nagel A/S,STAHERISAEID,1900022200,Mutisa Clothings Ltd,Bangladesh,X12001,FCA,2025-01-23,70,S8794313,"UNICEF T-shirt, long, Male, M",3600,0,LTA,OPEN
68037924,Kuehne + Nagel A/S,STAHERISAEID,1900022200,Mutisa Clothings Ltd,Bangladesh,X12001,FCA,2025-01-23,80,S8794314,"UNICEF T-shirt, long, Male, L",3600,0,LTA,OPEN
68037924,Kuehne + Nagel A/S,STAHERISAEID,1900022200,Mutisa Clothings Ltd,Bangladesh,X12001,FCA,2025-01-23,90,S8794315,"UNICEF T-shirt, long, Male, XL",3600,0,LTA,OPEN
68037924,Kuehne + Nagel A/S,STAHERISAEID,1900022200,Mutisa Clothings Ltd,Bangladesh,X12001,FCA,2025-01-23,100,S8794309,"UNICEF T-shirt, Female, V-neck, M",3960,0,LTA,OPEN
68037924,Kuehne + Nagel A/S,STAHERISAEID,1900022200,Mutisa Clothings Ltd,Bangladesh,X12001,FCA,2025-01-23,110,S8794310,"UNICEF T-shirt, Female, V-neck, L",3960,0,LTA,OPEN
68037924,Kuehne + Nagel A/S,STAHERISAEID,1900022200,Mutisa Clothings Ltd,Bangladesh,X12001,FCA,2025-01-23,120,S8794311,"UNICEF T-shirt, Female, V-neck, XL",3960,0,LTA,OPEN
68037924,Kuehne + Nagel A/S,STAHERISAEID,1900022200,Mutisa Clothings Ltd,Bangladesh,X12001,FCA,2025-01-23,130,S8794306,"UNICEF T-shirt, long, Female, L",3600,0,LTA,OPEN
68037924,Kuehne + Nagel A/S,STAHERISAEID,1900022200,Mutisa Clothings Ltd,Bangladesh,X12001,FCA,2025-01-23,140,S8794307,"UNICEF T-shirt, long, Female, XL",3600,0,LTA,OPEN
68037924,Kuehne + Nagel A/S,STAHERISAEID,1900022200,Mutisa Clothings Ltd,Bangladesh,X12001,FCA,2025-01-23,150,S8794302,"Sweatshirt,UNICEF,blue,poly/cotton,L",1600,0,LTA,OPEN
68037924,Kuehne + Nagel A/S,STAHERISAEID,1900022200,Mutisa Clothings Ltd,Bangladesh,X12001,FCA,2025-01-23,160,S8794303,"Sweatshirt,UNICEF,blue,poly/cotton,XL",1440,0,LTA,OPEN
68037924,Kuehne + Nagel A/S,STAHERISAEID,1900022200,Mutisa Clothings Ltd,Bangladesh,X12001,FCA,2025-01-23,170,S8794401,"Windbreaker,UNICEF,cyan blue,lined,XL",1500,0,LTA,OPEN
68037924,Kuehne + Nagel A/S,STAHERISAEID,1900022200,Mutisa Clothings Ltd,Bangladesh,X12001,FCA,2025-01-23,180,S8794445,"Safari Vest,100% cotton,w/logo,size S",1200,0,LTA,OPEN
68037924,Kuehne + Nagel A/S,STAHERISAEID,1900022200,Mutisa Clothings Ltd,Bangladesh,X12001,FCA,2025-01-23,190,S8794448,"Safari Vest,100% cotton,w/logo,size XL",1200,0,LTA,OPEN
68037924,Kuehne + Nagel A/S,STAHERISAEID,1900022200,Mutisa Clothings Ltd,Bangladesh,X12001,FCA,2025-01-23,200,S8794446,"Safari Vest,100% cotton,w/logo,size M",2000,0,LTA,OPEN
68037924,Kuehne + Nagel A/S,STAHERISAEID,1900022200,Mutisa Clothings Ltd,Bangladesh,X12001,FCA,2025-01-23,210,S8794400,"Windbreaker,UNICEF,cyan blue,lined,L",1500,0,LTA,OPEN
68037924,Kuehne + Nagel A/S,STAHERISAEID,1900022200,Mutisa Clothings Ltd,Bangladesh,X12001,FCA,2025-01-23,220,S8794101,"Cap,UNICEF,baseball,cyan blue,cotton",6000,0,LTA,OPEN
68037911,Scan Global Logistics A/S,TNIELSEN,1900001025,Durbin PLC,United Kingdom,X12002,FCA,2024-09-30,20,S1555950,Morphine sulph.inj 10mg/ml 1ml/BOX-10 nt,457,457,LTA,CLOSED
68037909,,TNIELSEN,1900007785,Morningside Pharmaceuticals Ltd.,United Kingdom,X12004,DAP,2024-10-02,10,S1552426,Glyceryl trinitrate 500mcg tabs/PAC-100,1500,1500,NONE,CLOSED
68037932,Kuehne + Nagel A/S,STAHERISAEID,1900020635,Zhejiang E-Bang Outsourcing and Tra,China,X12010,FCA,2024-10-21,10,S4570005,"Ruler,plastic,c.30cm,set of 10",67200,67200,LTA,CLOSED
68037932,Kuehne + Nagel A/S,STAHERISAEID,1900020635,Zhejiang E-Bang Outsourcing and Tra,China,X12010,FCA,2024-10-21,20,S2521030,"Jigsaw Puzzle,app. 24 pcs",17280,17280,LTA,CLOSED
68037932,Kuehne + Nagel A/S,STAHERISAEID,1900020635,Zhejiang E-Bang Outsourcing and Tra,China,X12010,FCA,2024-10-21,30,S2521040,"Counting Circle,wood,app.20 pieces",19200,19200,LTA,CLOSED
68037932,Kuehne + Nagel A/S,STAHERISAEID,1900020635,Zhejiang E-Bang Outsourcing and Tra,China,X12010,FCA,2024-10-21,40,S4419001,"Globe,inflatable,dia.42cm,w/o stand,2024",23400,23400,LTA,CLOSED
68037932,Kuehne + Nagel A/S,STAHERISAEID,1900020635,Zhejiang E-Bang Outsourcing and Tra,China,X12010,FCA,2024-10-21,50,S4460701,"Pencil,HB grade,black lead/BOX-10",90720,90720,LTA,CLOSED
68037908,,BKERNKAMP,1900019467,Barna Import Medica S.A.,Spain,X12004,DAP,2024-10-15,10,S0305081,"Trousers,surgical,woven,size L",5000,5000,LTA,CLOSED
68037908,,BKERNKAMP,1900019467,Barna Import Medica S.A.,Spain,X12004,DAP,2024-10-15,20,S0305080,"Trousers,surgical,woven,size M",2500,2500,LTA,CLOSED
68037908,,BKERNKAMP,1900019467,Barna Import Medica S.A.,Spain,X12004,DAP,2024-10-15,30,S0305082,"Trousers,surgical,woven,size XL",2500,2500,LTA,CLOSED
68037908,,BKERNKAMP,1900019467,Barna Import Medica S.A.,Spain,X12004,DAP,2024-10-15,40,S0305084,"Tunic,surgical,woven, size L",4500,4500,LTA,CLOSED
68037908,,BKERNKAMP,1900019467,Barna Import Medica S.A.,Spain,X12004,DAP,2024-10-15,50,S0305083,"Tunic,surgical,woven,size M",500,500,LTA,CLOSED
68037908,,BKERNKAMP,1900019467,Barna Import Medica S.A.,Spain,X12004,DAP,2024-10-15,60,S0305085,"Tunic,surgical,woven,size XL",3000,3000,LTA,CLOSED
68037908,,BKERNKAMP,1900019467,Barna Import Medica S.A.,Spain,X12004,DAP,2024-12-06,70,S0305138,"Gown,surgic,nonster,nonwoven,STD,disp,L",1000,1000,LTA,CLOSED
68037908,,BKERNKAMP,1900019467,Barna Import Medica S.A.,Spain,X12004,DAP,2024-12-06,80,S0305140,"Gown,surgic,nonster,nonwoven,STD,disp,XL",1000,1000,LTA,CLOSED
68037908,,BKERNKAMP,1900019467,Barna Import Medica S.A.,Spain,X12004,DAP,2024-12-01,90,S0305152,"Gown,isolation,nonwoven,disp,XL",2500,2500,LTA,CLOSED
68037908,,BKERNKAMP,1900019467,Barna Import Medica S.A.,Spain,X12004,DAP,2024-10-15,100,S0845203,"Apron,protection,plastic,disp,PAC-100",3000,3000,LTA,CLOSED
68037908,,BKERNKAMP,1900019467,Barna Import Medica S.A.,Spain,X12004,DAP,2024-12-15,110,S0845203,"Apron,protection,plastic,disp,PAC-100",3000,3000,LTA,CLOSED
68037904,,AWEIS,1900008236,Fleischhacker GmbH & Co.KG,Germany,X12004,DAP,2025-01-08,10,S0845164,"Bag,biohazard,yellow,50L,box/100",3000,3000,LTA,CLOSED
68037904,,AWEIS,1900008236,Fleischhacker GmbH & Co.KG,Germany,X12004,DAP,2025-01-10,20,S0845165,"Bag,biohazard,red,100L,box/100",2000,2000,LTA,CLOSED
68037910,,BKERNKAMP,1900019467,Barna Import Medica S.A.,Spain,X12004,DAP,2024-10-15,10,S0845205,"Gloves,heavy-duty,rubber/nitrile,M,pair",16000,16000,LTA,CLOSED
68037907,,TNIELSEN,1900000468,Remedica Ltd.,Cyprus,X12001,DAP,2024-12-20,10,S1514148,Prednisolone 5mg tabs/PAC-10x10,10000,10000,LTA,CLOSED
68037921,,TNIELSEN,1900012086,AMEX Healthcare GmbH,Austria,X12004,DAP,2025-04-15,10,S1533005,Flucloxacil125mg/5ml pdr/or liq/BOT100ml,36000,0,NONE,OPEN
68037919,,TNIELSEN,1900014308,MILAN LABORATORIES (INDIA) PVT. LTD,India,X12001,DAP,2025-01-06,10,S1537120,Sulf.800mg+Trimet.160mg tabs/PAC-10x10,40000,39647,LTA,CLOSED
68037920,,TNIELSEN,1900000443,Purna Pharmaceuticals N.V.,Belgium,X12001,DAP,2025-01-30,10,S1552510,Zinc oxide ointment 10%/TBE-100g,56000,56980,LTA,CLOSED
68037915,,NANXIONNAZ,1900015387,NRS Relief FZCO,Utd.Arab.Emir.,X12001,DAP,2024-12-03,40,S5007311,"Water-cont,LDPE,10l,collapsibl.,w/o logo",19200,19200,LTA,CLOSED
68037915,,NANXIONNAZ,1900015387,NRS Relief FZCO,Utd.Arab.Emir.,X12001,DAP,2024-12-03,50,S5007312,"Water-cont,LDPE,10l,collapsibl.,w tap",7920,7920,LTA,CLOSED
68037938,Kuehne + Nagel A/S,NANXIONNAZ,1900015387,NRS Relief FZCO,Utd.Arab.Emir.,X12001,FCA,2024-11-26,20,S5007315,"Bucket,HDPE,with lid,14 l",3240,3240,LTA,CLOSED
68037918,,NANXIONNAZ,1900020237,MESTO Spritzenfabrik,Germany,X12004,DAP,2024-09-23,10,S5006031,"Sprayer,compression type, approx. 11 L",792,792,LTA,CLOSED
68037925,,AWEIS,1900005502,Kanam Latex Industries Private Ltd,India,X12001,DAP,2024-12-18,10,S0327500,"Gloves,surg,pwdfree,6.5,ster,s.u.,pair",124800,124800,LTA,CLOSED
68037925,,AWEIS,1900005502,Kanam Latex Industries Private Ltd,India,X12001,DAP,2024-12-18,20,S0327520,"Gloves,surg,pwdfree,7.5,ster,s.u.,pair",67200,67200,LTA,CLOSED
68037925,,AWEIS,1900005502,Kanam Latex Industries Private Ltd,India,X12001,DAP,2024-12-18,30,S0327540,"Gloves,surg,pwdfree,8.5,ster,s.u.,pair",28800,28800,LTA,CLOSED
68037930,,STAHERISAEID,1900014955,Phoenix Design Aid A S,Denmark,X12001,DAP,2024-09-13,10,S1993320,Children w/ Disability Guide SIB Kit,15000,15000,NONE,CLOSED
68037930,,STAHERISAEID,1900014955,Phoenix Design Aid A S,Denmark,X12001,DAP,2024-09-13,20,S1993322,Children w/ Disability Guide REC Kit,30000,30040,NONE,CLOSED
68037930,,STAHERISAEID,1900014955,Phoenix Design Aid A S,Denmark,X12001,DAP,2024-10-07,30,S4410030,"Book,exercise,A5,sqre,48 pgs,ARABIC/P-20",22000,22000,LTA,CLOSED
68037930,,STAHERISAEID,1900014955,Phoenix Design Aid A S,Denmark,X12001,DAP,2024-10-12,40,S4410031,"Book,exercise,A4,ruled,96pgs,ARABIC/P-10",10000,10000,LTA,CLOSED
68037930,,STAHERISAEID,1900014955,Phoenix Design Aid A S,Denmark,X12001,DAP,2024-10-21,50,S4410040,"Book,exercise,A5,ruled,48pgs,ARABIC/P-20",22000,22000,LTA,CLOSED
68037927,,AWEIS,1900019467,Barna Import Medica S.A.,Spain,X12004,DAP,2024-09-13,20,S0330115,"Gloves,gyn,pwdfree,medium,ster,s.u.,pair",3200,3200,LTA,CLOSED
68037982,,BKERNKAMP,1900019467,Barna Import Medica S.A.,Spain,X12004,DAP,2024-10-15,10,S0330115,"Gloves,gyn,pwdfree,medium,ster,s.u.,pair",2700,2700,LTA,CLOSED
62000161,Kuehne + Nagel A/S,PLPETERSEN,1900006246,"Puyoung Ind. Co., Ltd.","South Korea,Rep",X44906,FCA,2024-10-18,10,S5086013,Plastic Tarpaulin F.R. Sheet 4 x 50m,200,200,NONE,CLOSED
62000161,Kuehne + Nagel A/S,PLPETERSEN,1900006246,"Puyoung Ind. Co., Ltd.","South Korea,Rep",X44906,FCA,2024-10-18,20,S5086014,Plastic Tarpaulin F.R. Sheet (4x5m),4000,4000,NONE,CLOSED
62000151,Kuehne + Nagel A/S,PLPETERSEN,1900015387,NRS Relief FZCO,Utd.Arab.Emir.,X44906,FCA,2024-09-20,10,S5088024,High Performance Tent - 24M2,102,102,LTA,CLOSED
68037933,Kuehne + Nagel A/S,STAHERISAEID,1900020358,HANGZHOU HOWELL INDUSTRIAL CO LTD,China,X12010,FCA,2024-10-21,10,S4520110,"Eraser,soft,for pencil/BOX-20",120960,120960,LTA,CLOSED
68037933,Kuehne + Nagel A/S,STAHERISAEID,1900020358,HANGZHOU HOWELL INDUSTRIAL CO LTD,China,X12010,FCA,2024-10-21,20,S4552010,"Pencil sharpener,metal/PAC-20",75600,75600,LTA,CLOSED
68037935,Kuehne + Nagel A/S,STAHERISAEID,2300034708,Garg Sports International Private L,India,X12010,FCA,2024-11-28,10,S2795800,"Volleyball net,9.5x1m,without posts",14040,14040,LTA,CLOSED
68037935,Kuehne + Nagel A/S,STAHERISAEID,2300034708,Garg Sports International Private L,India,X12010,FCA,2024-11-28,20,S2741600,Inflating-kit for balls,24000,24000,LTA,CLOSED
68037935,Kuehne + Nagel A/S,STAHERISAEID,2300034708,Garg Sports International Private L,India,X12010,FCA,2024-11-28,30,S2797701,"Tabards,red/blue,large(age 13+)/PAC-20",8208,8208,LTA,CLOSED
68037923,,NANXIONNAZ,1900009651,Promens Packaging GmbH,Germany,X12004,DAP,2024-09-16,10,S5007311,"Water-cont,LDPE,10l,collapsibl.,w/o logo",22800,22800,LTA,CLOSED
68037927,,AWEIS,1900019467,Barna Import Medica S.A.,Spain,X12004,DAP,2024-09-13,10,S0845207,"Cap,surgical,bouffant,non-woven,BOX-100",1000,1000,LTA,CLOSED
68037926,,AWEIS,1900011349,KD Medical GmbH Hospital Products,Germany,X12004,DAP,2024-09-20,10,S0709231,"Cannula IV short 18G, ster, disp, BOX-50",5060,5060,LTA,CLOSED
68037926,,AWEIS,1900011349,KD Medical GmbH Hospital Products,Germany,X12004,DAP,2024-09-20,20,S0709232,"Cannula IV short 20G, ster, disp, BOX-50",3200,3200,LTA,CLOSED
68037926,,AWEIS,1900011349,KD Medical GmbH Hospital Products,Germany,X12004,DAP,2024-09-20,30,S0709233,"Cannula IV short 22G, ster, disp, BOX-50",4800,4800,LTA,CLOSED
68037926,,AWEIS,1900011349,KD Medical GmbH Hospital Products,Germany,X12004,DAP,2024-09-20,40,S0709234,"Cannula IV short 24G, ster, disp, BOX-50",5120,5120,LTA,CLOSED
68037938,Kuehne + Nagel A/S,NANXIONNAZ,1900015387,NRS Relief FZCO,Utd.Arab.Emir.,X12001,FCA,2024-11-26,10,S5007315,"Bucket,HDPE,with lid,14 l",11880,11880,LTA,CLOSED
68037928,,TNIELSEN,1900014596,Macleods Pharmaceuticals Limited,India,X12002,DAP,2024-12-10,20,S1552610,Hydrocortisone pdr/inj 100mg vial/BOX-10,2955,2955,LTA,CLOSED
68037928,,TNIELSEN,1900014596,Macleods Pharmaceuticals Limited,India,X12002,DAP,2025-02-17,30,S1552610,Hydrocortisone pdr/inj 100mg vial/BOX-10,4045,4045,LTA,CLOSED
68037910,,BKERNKAMP,1900019467,Barna Import Medica S.A.,Spain,,DAP,2024-10-15,20,S0845204,"Gloves,heavy-duty,rubber/nitrile,S,pair",7000,7000,LTA,CLOSED
68037910,,BKERNKAMP,1900019467,Barna Import Medica S.A.,Spain,,DAP,2024-10-15,30,S0845206,"Gloves,heavy-duty,rubber/nitrile,L,pair",3000,3000,LTA,CLOSED
62000154,Kuehne + Nagel A/S,SHVISWANATHA,1900002822,LABARONNE CITAF SAS,France,X44906,FCA,2024-10-11,10,S5006019,"Water tank,collapsible,5000l,w/dist.kit",20,20,LTA,CLOSED
62000154,Kuehne + Nagel A/S,SHVISWANATHA,1900002822,LABARONNE CITAF SAS,France,X44906,FCA,2024-10-11,20,S5006020,"Water tank,collapsible,10000l,w/dist.kit",10,10,LTA,CLOSED
62000155,Kuehne + Nagel A/S,SHVISWANATHA,1900013306,K.K.Nag Pvt. Ltd,India,X44906,FCA,2024-10-10,10,S5007335,"Squatting plate,plastic,w/o pan,120x80cm",2112,2112,LTA,CLOSED
62000152,Kuehne + Nagel A/S,NANXIONNAZ,1900001361,GOIZPER S. COOP,Spain,X44907,FCA,2024-10-13,10,S5006031,"Sprayer,compression type, approx. 11 L",20,20,LTA,CLOSED
62000157,Kuehne + Nagel A/S,NANXIONNAZ,1900010258,Procter & Gamble Company,USA (the),X44906,FCA,2024-11-06,10,S5007321,"Water floc. & disinfectant,pdr/BOX-240",47300,47300,LTA,CLOSED
68037940,Scan Global Logistics A/S,TNIELSEN,1900021554,TRIDEM PHARMA,France,X12002,FCA,2024-09-15,10,S1300008,Artesunate pdr./inj 60mg vial/BOX-1,30000,30000,LTA,CLOSED
68037931,,TNIELSEN,1900001025,Durbin PLC,United Kingdom,X12004,DAP,2024-10-18,10,S1555951,Morphine sulfate 10mg IR tabs/PAC-56 nt,1000,1000,LTA,CLOSED
