Material Number,Description,Article Type,Batch Managed,Plant,Unit of Measure,Multi-Part,Kit parrent,KIT Routing,Full Pallet Qty,Weight,Weight UOM,Volume,Volume UOM,Shelf life allowed,Storage Strategy,Batch Class,Packing Material,Packing material Volume,Less Than Count Percentage,Temperature cond.,Hazardous Material Number
S9991121,SUB 1/5 f.S9901026 IEHK2017 part 1,Z02,Yes,1000,EA,No,S9901026,LONG_LINE,Yes,32.0,KGM,0.16,MTQ,240,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S9991223,"PP 3/9 F. SUB 4/5 F. IEHK2017,medicines",Z02,Yes,1000,EA,No,--,MINILOAD,No,0.0,KGM,0,MTQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S9991228,"PP 8/9 F. SUB 2/5 F. IEHK2017,medicines",Z02,Yes,1000,EA,No,--,MINILOAD,No,0.0,KGM,0,MTQ,240,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S9991229,"PP 9/9 F. SUB 2/5 F. IEHK2017,medicines",Z02,Yes,1000,EA,No,--,MINILOAD,No,0.0,KGM,0,MTQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S8541500,"Pre-pack Carton,14 cdm",Z01,No,1000,EA,No,--,SHORT_LINE,No,0.35,KGM,2.697,DMQ,--,HBW,--,No,--,--,--,--
S8513830,"Wire,mild steel,0.9mm x 200mm",Z04,No,1000,KG,No,--,SHORT_LINE,No,0.0,KGM,0,DMQ,--,HBW,--,Yes,--,--,--,--
S8541505,"Pre-pack Carton,15 cdm",Z01,No,1000,EA,No,--,SHORT_LINE,No,0.31,KGM,2.152,DMQ,--,HBW,--,No,--,--,--,--
S8550001,"Stencil set,15cm,f. marking of warehouse",Z01,No,1000,EA,No,--,SHORT_LINE,No,1.1,KGM,2.728,DMQ,--,HBW,--,No,--,--,--,--
S0845193,"ID Bracelet,newborn,white/PAC-50",Z01,No,1000,PAC,No,--,SHORT_LINE,No,0.2,KGM,0.64,DMQ,--,HBW,--,No,--,--,--,--
S9902460.5,"NBK, Hospital, Module 1, Medicines",Z02,Yes,1000,EA,No,--,SHORT_LINE,No,40.0,KGM,0.192,MTQ,240,--,PHARMACEUTICALS,No,--,--,Z1,--
S1543222,HumanTetanus Immun 250IU/ml Pf Syr/BOX-1,Z01,Yes,1000,BOX,No,--,SHORT_LINE,No,0.021,KGM,0.092,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S1514151,Metformin HCl 500mg/PAC-10x10,Z01,Yes,1000,PAC,No,--,SHORT_LINE,No,0.51,KGM,0.5,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S9906728.4,DRC Health Centre kit 2016,Z02,Yes,1000,EA,No,--,VIRTUAL_PACKING,No,16.62,KGM,0.109,MTQ,425,--,PHARMACEUTICALS,No,--,--,--,--
S1400000,Abacavir 300mg tabs/PAC-60            pp,Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.075,KGM,1.63,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S1300086,Artemeth15mg+Lumefan90mg/5ml/120ml/PAC-1,Z01,No,1000,PAC,No,--,SHORT_LINE,No,0.0,KGM,0,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S9906728.3,DRC Health Centre kit 2016,Z02,Yes,1000,EA,No,--,VIRTUAL_PACKING,No,9.14,KGM,0.046,MTQ,425,--,PHARMACEUTICALS,No,--,--,--,--
S9999132,"Sub 2/6 AWD Kit, Periphery kit,Logistics",Z02,Yes,1000,EA,No,S9903001,LONG_LINE,Yes,18.0,KGM,0.16,MTQ,240,HBW,MEDICAL,No,--,--,--,--
S9999133,"Sub 3/6 AWD Kit, Periphery kit,Logistics",Z02,Yes,1000,EA,No,S9903001,LONG_LINE,Yes,22.0,KGM,0.192,MTQ,240,HBW,MEDICAL,No,--,--,--,--
S0566015,"Infusion Arm Splint, Foldable, Child",Z01,No,1000,EA,No,--,SHORT_LINE,Yes,0.201,KGM,0.828,DMQ,--,HBW,--,No,--,--,--,--
S9999130,Prepack 1/1 AWD community kit drug,Z02,Yes,1000,EA,No,--,MINILOAD,No,5.0,KGM,0.15,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S1300085,Artemeth15mg+Lumefan90mg/5ml/60ml/PAC-1,Z01,No,1000,PAC,No,--,SHORT_LINE,No,0.0,KGM,0,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S9999131,"Sub 1/6 AWD Kit, Periphery kit,Logistics",Z02,No,1000,EA,No,S9903001,LONG_LINE,Yes,10.0,KGM,0.106,MTQ,--,HBW,--,No,--,--,--,--
S9999134,"Sub 4/6 AWD Kit, Periphery kit,Logistics",Z02,Yes,1000,EA,No,S9903001,LONG_LINE,Yes,14.0,KGM,0.106,MTQ,240,HBW,PHARMACEUTICALS,No,--,--,--,--
S1505102,Amoxicillin 500mg disp.tab/PAC 10x10,Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.108,KGM,0.563,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S9999621,Subkit 1/2 Paediatric kit for Syria 2014,Z02,Yes,1000,EA,No,S9906750,LONG_LINE,No,11.5,KGM,0.048,MTQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S9996731,S. Sudan PHCC 2018 I sub 1/8 f S9906736,Z02,Yes,1000,EA,No,S9906736,SHORT_LINE,Yes,12.0,KGM,0.031,MTQ,425,HBW,MEDICAL,No,--,--,Z1,--
S1533005,Flucloxacil125mg/5ml pdr/or liq/BOT100ml,Z01,Yes,1000,BOT,No,--,SHORT_LINE,Yes,0.134,KGM,0.701,DMQ,240,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S0782362,"Syringe,A-D,0.5ml,SIP,w/ndl/BOX-100",Z01,Yes,1000,BOX,No,--,SHORT_LINE,No,0.62,KGM,6.688,DMQ,425,HBW,MEDICAL,No,--,--,--,--
S9992473,"SUB 4/10 NBK, Hospital,Module 2,Consum",Z02,Yes,1000,EA,No,S9902470,SHORT_LINE,No,8.5,KGM,0.087,MTQ,425,HBW,MEDICAL,No,--,--,--,--
S1993500,"Book, children's, cardboard, PAC-3pcs",Z01,No,1000,PAC,No,--,SHORT_LINE,No,0.0,KGM,0,DMQ,--,HBW,--,No,--,--,--,--
S1993503,"ECD Kit Activity CARDS, French",Z01,No,1000,PAC,No,--,SHORT_LINE,No,0.0,KGM,0,DMQ,--,HBW,--,No,--,--,--,--
S0845215,"Laryngoscope,neonate,set",Z01,Yes,1000,EA,No,--,SHORT_LINE,Yes,0.705,KGM,6.25,DMQ,425,HBW,MEDICAL,No,--,--,--,9000
S1993501,"Emotion/Color flash cards,PAC-appr.10pcs",Z01,No,1000,PAC,No,--,SHORT_LINE,No,0.0,KGM,0,DMQ,--,HBW,--,No,--,--,--,--
S0305025,"Towel,cotton,tetra,100x100cm",Z01,No,1000,EA,No,--,SHORT_LINE,Yes,0.147,KGM,1.252,DMQ,--,HBW,--,No,--,--,--,--
S1993505,"ECD Kit Activity CARDS, English",Z01,No,1000,PAC,No,--,SHORT_LINE,No,0.0,KGM,0,DMQ,--,HBW,--,No,--,--,--,--
S1993507,"ECD Kit Activity CARDS, Spanish",Z01,No,1000,PAC,No,--,SHORT_LINE,No,0.0,KGM,0,DMQ,--,HBW,--,No,--,--,--,--
S9992471,"SUB 2/10 NBK, Hospital,Module 2,Consum",Z02,Yes,1000,EA,No,S9902470,LONG_LINE,No,24.1,KGM,0.192,MTQ,425,HBW,MEDICAL,No,--,--,--,--
S1993523,"Sensory fabrics, ass.colours, PAC- 12pcs",Z01,No,1000,PAC,No,--,SHORT_LINE,No,0.0,KGM,0,DMQ,--,HBW,--,No,--,--,--,--
S1993526,Musical Instrument # XYLOPHONES,Z01,No,1000,EA,No,--,SHORT_LINE,No,0.0,KGM,0,DMQ,--,HBW,--,No,--,--,--,--
S0521000,"Dusting gun,hand,500g capacity",Z01,No,1000,EA,No,--,SHORT_LINE,No,0.253,KGM,2,DMQ,--,HBW,--,No,--,--,--,--
S0327550,"HE*Gloves,heavy-duty,rubber/nitrile,S",Z01,No,1000,EA,No,--,SHORT_LINE,Yes,0.086,KGM,0.3,DMQ,--,HBW,--,No,--,--,--,--
S0305063,"Boots,rubber/PVC,reusable,pair,size44",Z01,No,1000,EA,No,--,SHORT_LINE,Yes,2.473,KGM,0.011,MTQ,--,HBW,--,No,--,10,--,--
S0481054,"Thermometer, clinical, IR,handheld set",Z01,No,1000,EA,No,--,SHORT_LINE,Yes,0.383,KGM,2.532,DMQ,--,HBW,--,No,--,--,--,9000
S0512600,"Blanket,cotton,baby,90 x 130cm",Z01,No,1000,EA,No,--,SHORT_LINE,No,0.68,KGM,3.52,DMQ,--,HBW,--,No,--,--,--,--
S0327552,"HE*Gloves,heavy-duty,rubber/nitrile,L",Z01,No,1000,EA,No,--,SHORT_LINE,Yes,0.093,KGM,0.3,DMQ,--,HBW,--,No,--,--,--,--
S0551004,"Soap-box,plastic,2-piece",Z01,No,1000,EA,No,--,SHORT_LINE,No,0.05,KGM,0.373,DMQ,--,HBW,--,No,--,--,--,--
S9999989,prepack 3 system-wise (not physical),Z02,No,1000,EA,No,--,SHORT_LINE,Yes,0.01,KGM,0.001,DMQ,--,HBW,--,No,--,--,--,--
S8541100,"Pre-pack Carton,11 cdm",Z01,No,1000,EA,No,--,SHORT_LINE,No,0.218,KGM,1.7,DMQ,--,HBW,--,No,--,--,--,--
S8550002,"Stencil set,30cm,f. marking of warehouse",Z01,No,1000,EA,No,--,SHORT_LINE,No,2.2,KGM,10.8,DMQ,--,HBW,--,No,--,--,--,--
S1559371,Carbamazepine 200mg tabs/PAC-84,Z01,Yes,1000,PAC,No,--,SHORT_LINE,No,0.04,KGM,0.1,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S0845018,"Pulse oximeter, fingertip, rechargeable",Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.07,KGM,0.3,DMQ,425,HBW,MEDICAL,No,--,--,--,--
S0845185,"Doppler,FHR detector,w/access",Z01,Yes,1000,EA,No,--,SHORT_LINE,Yes,2.14,KGM,13.249,DMQ,240,HBW,MEDICAL,No,--,--,--,9000
S9906800,Yemen Primary Health Kit 2021-Basic meds,Z02,Yes,1000,EA,Yes,--,VIRTUAL_PACKING,Yes,79.6,KGM,0.318,MTQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S0845221,"Pulse oximeter, fingertip, class IIb",Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.195,KGM,1.89,DMQ,425,HBW,MEDICAL,No,--,--,--,--
S1555955,MethadoneHCl 5mg/ml or.sol/BOT-1000ml nt,Z01,Yes,1000,PAC,No,--,SHORT_LINE,No,1.197,KGM,2.623,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,EX1-NARC.EXP.LIC.
S9906729,DRC Measles Kit 2021,Z02,Yes,1000,EA,Yes,--,VIRTUAL_PACKING,Yes,84.0,KGM,0.365,MTQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S1555960,Tramadol HCl 50mg/ml 2ml inj amp/PAC-5nt,Z01,Yes,1000,PAC,No,--,SHORT_LINE,No,0.042,KGM,0.22,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,EX1-NARC.EXP.LIC.
S1555959,Pethidine HCl 50mg/ml 1ml amp/BOX-10 nt,Z01,Yes,1000,BOX,No,--,SHORT_LINE,No,0.066,KGM,0.297,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,EX1-NARC.EXP.LIC.
S8902061,Labels for mobile printer # Zebra ZQ520,Z04,No,1000,ROL,No,--,SHORT_LINE,Yes,0.112,KGM,15.27,DMQ,--,HBW,--,Yes,--,--,--,--
S9996738,S. Sudan PHCC 2018 I sub 8/8 f S9906736,Z02,Yes,1000,EA,No,S9906736,LONG_LINE,No,15.0,KGM,0.06,MTQ,425,HBW,MEDICAL,No,--,--,--,--
S0782340,"Syringe,A-D,0.5ml,JMI/BOX-100",Z01,Yes,1000,BOX,No,--,SHORT_LINE,No,0.55,KGM,3.906,DMQ,425,HBW,MEDICAL,No,--,--,--,--
S0846022,"Bag,drugs,plastic,6x8,pictogram/PAC-1000",Z01,No,1000,PAC,No,--,SHORT_LINE,Yes,3.843,KGM,9.289,DMQ,--,HBW,--,No,--,--,--,9000
S1568050,Sulfad500mg +Pyrim25mg disp.tab/3/PAC-25,Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.098,KGM,0.347,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S0566013,"Razor blade, safety, double-edge",Z01,No,1000,EA,No,--,SHORT_LINE,No,0.003,KGM,5.057,DMQ,--,HBW,--,No,--,--,--,--
S9999136,"Sub 6/6 AWD Kit, Periphery kit,Logistics",Z02,Yes,1000,EA,No,S9903001,LONG_LINE,Yes,25.0,KGM,0.06,MTQ,240,HBW,MEDICAL,No,--,--,--,3481
S9999135,"Sub 5/6 AWD Kit, Periphery kit,Logistics",Z02,Yes,1000,EA,No,S9903001,LONG_LINE,Yes,25.0,KGM,0.06,MTQ,240,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S1400180,Zidovudine 100mg caps/PAC-100         pp,Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.11,KGM,0,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S9990042,"Sub 2/2 IEHK2017,kit,basic module",Z02,Yes,1000,EA,No,S9901024,LONG_LINE,Yes,24.0,KGM,0.12,MTQ,240,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S9998834,Prepack  1/4 f S9990042 - (S9901024)IEHK,Z02,Yes,1000,EA,No,--,MINILOAD,No,0.6,KGM,0.014,MTQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S0145590,"User feedback sheet, IEHK",Z01,No,1000,EA,No,--,SHORT_LINE,Yes,0.015,KGM,62.577,DMQ,--,HBW,--,No,--,--,--,--
S5010200,Lightweight ballistic resistant helmet-L,Z01,No,1000,EA,No,--,SHORT_LINE,No,1.2,KGM,46.683,DMQ,--,HBW,--,No,--,--,--,--
S5010207,"Lightweight,flak jacket,female, L, B-cup",Z01,No,1000,EA,No,--,SHORT_LINE,No,5.0,KGM,46.683,DMQ,--,HBW,--,No,--,--,--,--
S9998838,Prepack  4/4 f S9990042 - (S9901024)IEHK,Z02,Yes,1000,EA,No,--,MINILOAD,No,0.6,KGM,0.014,MTQ,425,HBW,PHARMACEUTICALS,No,--,--,--,--
S9998836,Prepack  3/5 f S9990042 - not in use,Z02,Yes,1000,EA,No,--,MINILOAD,No,0.6,KGM,0.014,MTQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S5010216,"Lightweight,flak jacket,male, XL",Z01,No,1000,EA,No,--,SHORT_LINE,No,5.2,KGM,46.683,DMQ,--,HBW,--,No,--,--,--,--
S9901122,SUB 3/5 f.S9901026 IEHK2017 part 3,Z02,Yes,1000,EA,No,--,LONG_LINE,No,31.6,KGM,0.12,MTQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S0305024,"Towel,cotton,tetra,100x100cm",Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.147,KGM,1.252,DMQ,425,HBW,MEDICAL,No,--,--,--,--
S0990007,"Body bag,infection control,adult",Z01,Yes,1000,EA,No,--,SHORT_LINE,No,1.671,KGM,8.867,DMQ,425,HBW,MEDICAL,No,--,--,--,--
S9901120,SUB 1/5 f.S9901026 IEHK2017 part 1,Z02,Yes,1000,EA,No,--,LONG_LINE,No,31.7,KGM,0.192,MTQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S9902700,"Clean Delivery Kit, BOX-50",Z02,Yes,1000,EA,No,--,SHORT_LINE,Yes,26.0,KGM,0.106,MTQ,425,HBW,PHARMACEUTICALS,No,--,--,--,--
S9901121,SUB 2/5 f.S9901026 IEHK2017 part 2,Z02,Yes,1000,EA,No,--,LONG_LINE,No,33.5,KGM,0.192,MTQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S5010215,"Lightweight,flak jacket,male, S",Z01,No,1000,EA,No,--,SHORT_LINE,No,4.0,KGM,46.683,DMQ,--,HBW,--,No,--,--,--,--
S9935097,"School-in-a-box,40 students, 2016",Z02,No,1000,EA,No,--,SHORT_LINE,Yes,48.0,KGM,0.12,MTQ,--,HBW,--,No,--,--,--,--
S1400068,Efavirenz 600mg tabs/PAC-30           pb,Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.092,KGM,0.26,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S1400088,Indinavir 400mg tabs/PAC-100 gp,Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.085,KGM,0.437,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S0305072,"Gown,surgic,sterile,nonwoven,STD,disp,L",Z01,Yes,1000,EA,No,--,SHORT_LINE,Yes,0.215,KGM,2,DMQ,425,HBW,MEDICAL,No,--,10,--,--
S1400135,Ritonavir 100mg caps/PAC-4x84         pb,Z01,Yes,1000,EA,No,--,SHORT_LINE,No,8.195,KGM,22.3,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S1400197,Zidovudine 300mg tabs/PAC-8 gp,Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.044,KGM,0.226,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S1400300,Zidovudine 300mg tabs/PAC-28 pp,Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.055,KGM,0.2,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S1555653,Metronidazole 250mg tabs PAC/10x10,Z01,Yes,1000,EA,No,--,SHORT_LINE,Yes,0.076,KGM,0.356,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1400513,3TC150mg+NVP200mg+d4T30mg tabs/PAC-60 gb,Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.081,KGM,0.258,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S1400528,3TC150mg+NVP200mg+AZT300mg tabs/PAC-30gb,Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.07,KGM,0.225,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S1400653,Dolutegravir 50mg tabs/PAC-30 gb,Z01,Yes,1000,EA,No,--,SHORT_LINE,Yes,0.135,KGM,0.448,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S1555652,Metronidazole 500mg tabs PAC/10x10,Z01,Yes,1000,EA,No,--,SHORT_LINE,Yes,0.17,KGM,1.457,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1400529,3TC150mg+NVP200mg+AZT300mg tabs,Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.07,KGM,0.225,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S9203383,"Working trousers, khaki/beige size 52",Z01,No,1000,EA,No,--,SHORT_LINE,No,0.2,KGM,0.028,DMQ,--,HBW,--,No,--,--,--,--
S1400574,EFV600mg&[3TC150mg+AZT300mg]1+2/PAC-15gp,Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.0,KGM,0,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S1400572,EFV600mg&[3TC150mg+AZT300mg]1+2/PAC-30gp,Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.0,KGM,0,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S0145806,"Biscuit,high energy/protein,CAR / 400g",Z01,Yes,1000,CAR,No,--,SHORT_LINE,No,6.4,KGM,26,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,--,--
S9935065,"ECD kit-in-a-carton, 2016",Z02,No,1000,EA,No,--,LONG_LINE,Yes,34.25,KGM,0.12,MTQ,--,HBW,--,No,--,--,--,--
S6780319,Loperamide 2 mg tablets PAC/100,Z01,Yes,1000,PAC,No,--,SHORT_LINE,No,0.0,GRM,0,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,--,--
S1185086,ULF Stirling ULT25NEU,Z01,No,1000,EA,No,--,SHORT_LINE,No,24.0,KGM,190,DMQ,--,HBW,--,No,--,--,--,--
S9906801,Yemen Primary Health Kit2021-consumables,Z02,Yes,1000,EA,No,--,LONG_LINE,Yes,16.0,KGM,0.16,MTQ,425,HBW,PHARMACEUTICALS,No,--,--,--,--
S0990005,"Body bag,adult",Z01,Yes,1000,EA,No,--,SHORT_LINE,No,25.0,KGM,0.07,MTQ,425,HBW,MEDICAL,No,--,--,--,--
S9906738,"South Sudan, Health Emergency Kit, basic",Z02,Yes,1000,EA,No,S9906735,LONG_LINE,No,0.0,KGM,0,MTQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S1552437,Captopril 25mg tabs/PAC-10x10,Z01,Yes,1000,PAC,No,--,SHORT_LINE,No,0.053,KGM,0.3,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S9906802,Yemen Primary Health Kit 2021-Suppl meds,Z02,Yes,1000,EA,No,--,LONG_LINE,Yes,25.0,KGM,0.12,MTQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S0150000,"Stand,infusion,double hook,on castors",Z01,No,1000,EA,No,--,SHORT_LINE,No,5.0,KGM,0.004,MTQ,--,HBW,--,No,--,--,--,--
S5031031,Glow(Light) stick,Z01,No,1000,EA,No,--,SHORT_LINE,No,0.0,KGM,0.157,MTQ,--,HBW,--,No,--,--,--,--
S0990008,"Body bag,infection control,child",Z01,Yes,1000,EA,No,--,SHORT_LINE,No,1.178,KGM,5.775,DMQ,425,HBW,MEDICAL,No,--,--,--,--
S1400641,ABC60mg+3TC30mg disp. tabs/PAC-60     gp,Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.0,KGM,0,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S1400674,Abacavir oral sol.20mg/ml/BOT-100ml   gb,Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.0,KGM,0,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S1400666,3TC 300mg tabs/PAC-30                 gb,Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.0,KGM,0,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S0774750,"Scissors,umbilical cord,b/b,sterile",Z01,Yes,1000,EA,No,--,SHORT_LINE,Yes,0.057,KGM,0.192,DMQ,425,HBW,MEDICAL,No,--,--,--,--
S9901048,"IEHK 2024,Suppl. Malaria UNIT",Z02,Yes,1000,EA,Yes,--,VIRTUAL_PACKING,No,80.0,KGM,0.437,MTQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S9901050,"IEHK 2024,Suppl. Renewable UNIT",Z02,Yes,1000,EA,No,--,SHORT_LINE,No,810.0,KGM,4.4,MTQ,240,HBW,PHARMACEUTICALS,No,--,--,--,--
S6780202,Phenobarb.200mg/ml inj 1ml amp/BOX-10 pt,Z01,Yes,1000,BOX,No,--,SHORT_LINE,No,0.0,KGM,0,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,EX2-PSYC.EXP.LIC.
S6780225,"Mask,surgical,disp/BOX-50",Z01,No,1000,BOX,No,--,SHORT_LINE,No,0.0,GRM,0,DMQ,--,HBW,--,No,--,--,--,--
S6780228,"Thermometer,infrared,handheld",Z01,No,1000,EA,No,--,SHORT_LINE,No,0.0,GRM,0,DMQ,--,HBW,--,No,--,--,--,--
S1560834,Compound Sodium Lact 500ml bot GS/BOX-20,Z01,Yes,1000,EA,No,--,SHORT_LINE,Yes,12.846,KGM,38.617,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1568047,Sulfado500mg +Pyrimeth25mg tab/3/PAC-100,Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.57,KGM,4.2,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1562016,Salbutamol 4mg tablets /PAC-10x10,Z01,Yes,1000,PAC,No,--,SHORT_LINE,Yes,0.043,KGM,0.255,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1568049,Sulfad250 +Pyrim12.5mg disp.tab/3/PAC-25,Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.07,KGM,0.347,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1505115,"Co-amoxiclav 250mg+62,5mg DT PAC-5x10",Z01,Yes,1000,EA,No,--,SHORT_LINE,Yes,0.101,KGM,0.829,DMQ,240,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S8920076,"Pallet, wooden one-way pallet,EURO size",Z04,No,1000,EA,No,--,SHORT_LINE,Yes,0.001,KGM,0,MTQ,--,HBW,--,Yes,--,--,--,--
S9994833,"not in use S Sudan,PHCU Kit2018 S9906734",Z02,Yes,1000,EA,No,--,LONG_LINE,No,4.0,KGM,0.03,MTQ,425,HBW,PHARMACEUTICALS,No,--,--,--,--
S9906732,DPRK Household Doctors Kit 2018,Z02,Yes,1000,EA,No,--,LONG_LINE,Yes,13.0,KGM,0.079,MTQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,1950
S9901029.2,"IEHK2017,kit,suppl.2-equipment",Z02,Yes,1000,EA,No,--,VIRTUAL_PACKING,Yes,13.0,KGM,0.076,MTQ,425,HBW,PHARMACEUTICALS,No,--,--,--,--
S0782361,"Syringe,A-D,0.3ml,SIP,w/ndl/BOX-100",Z01,Yes,1000,BOX,No,--,SHORT_LINE,No,0.59,KGM,3.065,DMQ,425,HBW,MEDICAL,No,--,--,--,--
S9901029.1,"IEHK2017,kit,suppl.2-equipment",Z02,Yes,1000,EA,No,--,VIRTUAL_PACKING,Yes,36.0,KGM,0.192,MTQ,425,HBW,PHARMACEUTICALS,No,--,--,--,--
S0782363,"Syringe,A-D,BCG,0.05ml,SIP,w/ndl/BOX-100",Z01,Yes,1000,BOX,No,--,SHORT_LINE,No,0.43,KGM,3.5,DMQ,425,HBW,MEDICAL,No,--,--,--,--
S0845030,"Oxygen Analyzer, electrochem , handheld",Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.77,KGM,4,DMQ,425,HBW,MEDICAL,No,--,--,--,2922
S9991050,"IEHK 2024,Suppl. Malaria UNIT SUB 3/4",Z02,Yes,1000,EA,No,S9901048,LONG_LINE,No,18.0,KGM,0.12,MTQ,425,HBW,PHARMACEUTICALS,No,--,--,--,--
S0327499,"Gloves,surg,pwdfree,6,ster,s.u.,pair",Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.04,KGM,0.2,DMQ,425,HBW,MEDICAL,No,--,--,--,--
S9994732,"Sub2/8 South Sudan,PHCU Kit2018 S9906734",Z02,Yes,1000,EA,No,S9906734,LONG_LINE,Yes,18.36,KGM,0.12,MTQ,240,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S9005301,"Double-wall ctn.50x30x35 cm, 0.053 m3",Z04,No,1000,EA,No,--,SHORT_LINE,Yes,1.571,KGM,0.018,MTQ,--,HBW,--,Yes,0.052,--,--,--
S0709236,"Needle scalp vein 21G, ster, disp,BOX-50",Z01,Yes,1000,EA,No,--,SHORT_LINE,Yes,0.272,KGM,3.207,DMQ,425,HBW,MEDICAL,No,--,--,--,--
S0709237,"Needle scalp vein 25G, ster, disp,BOX-50",Z01,Yes,1000,EA,No,--,SHORT_LINE,Yes,0.27,KGM,3.207,DMQ,425,HBW,MEDICAL,No,--,--,--,--
S5006122,"WASH&DignityKit,firstResp,1HH,noPurifTab",Z01,Yes,1000,EA,No,--,SHORT_LINE,Yes,6.968,KGM,47.131,DMQ,425,HBW,MEDICAL,No,--,--,--,--
